,year,schoolcode,dropout,districtcode,countycode,lowincome,white,black,hispanic,state,totalenrolled,schoolmode,virtualper,schoolmode,hybridper,charter
1404,2021,261600010074nyc,3.0,261600nyc,261nyc,65,25,47,24,nyc,710,0.68,0.44,0.68,0.48,0
1406,2017,261600010095nyc,19.0,261600nyc,261nyc,92,8,63,24,nyc,1579,0.0,0.0,0.0,0.0,0
1407,2018,261600010095nyc,17.0,261600nyc,261nyc,92,8,62,24,nyc,1595,0.0,0.0,0.0,0.0,0
1408,2019,261600010095nyc,17.0,261600nyc,261nyc,91,8,62,26,nyc,1692,0.0,0.0,0.0,0.0,0
1409,2021,261600010095nyc,14.0,261600nyc,261nyc,91,7,56,34,nyc,1345,0.46,0.0,0.46,0.92,0
1411,2017,261600010102nyc,8.0,261600nyc,261nyc,90,8,64,18,nyc,370,0.0,0.0,0.0,0.0,0
1412,2018,261600010102nyc,7.0,261600nyc,261nyc,90,8,64,20,nyc,327,0.0,0.0,0.0,0.0,0
1413,2019,261600010102nyc,5.0,261600nyc,261nyc,91,10,62,19,nyc,327,0.0,0.0,0.0,0.0,0
1414,2021,261600010102nyc,3.0,261600nyc,261nyc,89,8,61,22,nyc,348,0.64,0.28,0.64,0.72,0
1416,2017,261600010103nyc,21.0,261600nyc,261nyc,91,9,70,20,nyc,351,0.0,0.0,0.0,0.0,0
1417,2018,261600010103nyc,23.0,261600nyc,261nyc,92,9,68,22,nyc,399,0.0,0.0,0.0,0.0,0
1418,2019,261600010103nyc,19.0,261600nyc,261nyc,93,9,65,25,nyc,393,0.0,0.0,0.0,0.0,0
1419,2021,261600010103nyc,25.0,261600nyc,261nyc,94,10,63,26,nyc,344,0.58,0.24,0.58,0.68,0
1421,2017,261701060013nyc,3.0,261701nyc,261nyc,42,65,17,6,nyc,1204,0.0,0.0,0.0,0.0,0
1422,2018,261701060013nyc,3.0,261701nyc,261nyc,43,63,17,5,nyc,1220,0.0,0.0,0.0,0.0,0
1423,2019,261701060013nyc,3.0,261701nyc,261nyc,42,63,17,6,nyc,1223,0.0,0.0,0.0,0.0,0
1424,2021,261701060013nyc,2.0,261701nyc,261nyc,46,59,17,7,nyc,1244,0.46,0.0,0.46,0.92,0
1426,2017,261801060003nyc,3.0,261801nyc,261nyc,43,83,5,7,nyc,1064,0.0,0.0,0.0,0.0,0
1427,2018,261801060003nyc,3.0,261801nyc,261nyc,40,83,5,7,nyc,1072,0.0,0.0,0.0,0.0,0
1428,2019,261801060003nyc,2.0,261801nyc,261nyc,40,81,5,9,nyc,1038,0.0,0.0,0.0,0.0,0
1429,2021,261801060003nyc,2.0,261801nyc,261nyc,42,79,5,9,nyc,996,0.42,0.0,0.42,0.84,0
1431,2017,261901060009nyc,1.0,261901nyc,261nyc,21,85,4,5,nyc,1370,0.0,0.0,0.0,0.0,0
1432,2018,261901060009nyc,3.0,261901nyc,261nyc,25,85,4,6,nyc,1363,0.0,0.0,0.0,0.0,0
1433,2019,261901060009nyc,3.0,261901nyc,261nyc,24,83,4,7,nyc,1330,0.0,0.0,0.0,0.0,0
1434,2021,261901060009nyc,2.0,261901nyc,261nyc,26,82,5,8,nyc,1308,0.38,0.0,0.38,0.76,0
1436,2017,261901060015nyc,0.0,261901nyc,261nyc,15,89,3,4,nyc,1298,0.0,0.0,0.0,0.0,0
1437,2018,261901060015nyc,1.0,261901nyc,261nyc,19,89,3,4,nyc,1318,0.0,0.0,0.0,0.0,0
1438,2019,261901060015nyc,0.0,261901nyc,261nyc,18,89,3,4,nyc,1307,0.0,0.0,0.0,0.0,0
1439,2021,261901060015nyc,1.0,261901nyc,261nyc,21,88,3,4,nyc,1251,0.38,0.0,0.38,0.76,0
1441,2017,262001040003nyc,4.0,262001nyc,262nyc,43,75,14,5,nyc,205,0.0,0.0,0.0,0.0,0
1442,2018,262001040003nyc,2.0,262001nyc,262nyc,49,72,16,7,nyc,202,0.0,0.0,0.0,0.0,0
1443,2019,262001040003nyc,2.0,262001nyc,262nyc,50,69,17,8,nyc,185,0.0,0.0,0.0,0.0,0
1444,2021,262001040003nyc,0.0,262001nyc,262nyc,44,64,15,12,nyc,183,0.46,0.0,0.46,0.92,0
1446,2017,270100010010nyc,15.0,270100nyc,270nyc,55,50,6,41,nyc,1044,0.0,0.0,0.0,0.0,0
1447,2018,270100010010nyc,7.0,270100nyc,270nyc,63,48,7,43,nyc,1062,0.0,0.0,0.0,0.0,0
1448,2019,270100010010nyc,10.0,270100nyc,270nyc,64,46,6,44,nyc,1129,0.0,0.0,0.0,0.0,0
1449,2021,270100010010nyc,5.0,270100nyc,270nyc,66,43,6,45,nyc,1132,0.52,0.12,0.52,0.8,0
1451,2017,270301040002nyc,8.0,270301nyc,270nyc,50,99,0,1,nyc,292,0.0,0.0,0.0,0.0,0
1452,2018,270301040002nyc,5.0,270301nyc,270nyc,60,98,1,1,nyc,267,0.0,0.0,0.0,0.0,0
1453,2019,270301040002nyc,5.0,270301nyc,270nyc,43,96,2,2,nyc,277,0.0,0.0,0.0,0.0,0
1454,2021,270301040002nyc,13.0,270301nyc,270nyc,57,95,2,0,nyc,265,0.46,0.0,0.46,0.92,0
1456,2017,270601040002nyc,5.0,270601nyc,270nyc,41,95,1,3,nyc,386,0.0,0.0,0.0,0.0,0
1457,2018,270601040002nyc,6.0,270601nyc,270nyc,39,94,1,3,nyc,395,0.0,0.0,0.0,0.0,0
1458,2019,270601040002nyc,0.0,270601nyc,270nyc,41,92,1,4,nyc,370,0.0,0.0,0.0,0.0,0
1459,2021,270601040002nyc,0.0,270601nyc,270nyc,38,92,1,3,nyc,405,0.48,0.04,0.48,0.88,0
1461,2017,270701040003nyc,9.0,270701nyc,270nyc,65,89,1,4,nyc,184,0.0,0.0,0.0,0.0,0
1462,2018,270701040003nyc,7.0,270701nyc,270nyc,59,88,1,6,nyc,202,0.0,0.0,0.0,0.0,0
1463,2019,270701040003nyc,7.0,270701nyc,270nyc,62,86,2,6,nyc,219,0.0,0.0,0.0,0.0,0
1464,2021,270701040003nyc,8.0,270701nyc,270nyc,59,88,2,6,nyc,213,0.38,0.0,0.38,0.76,0
1466,2017,271201040004nyc,17.0,271201nyc,271nyc,92,94,1,4,nyc,186,0.0,0.0,0.0,0.0,0
1467,2018,271201040004nyc,3.0,271201nyc,271nyc,59,96,0,2,nyc,164,0.0,0.0,0.0,0.0,0
1468,2019,271201040004nyc,7.0,271201nyc,271nyc,64,95,0,3,nyc,178,0.0,0.0,0.0,0.0,0
1469,2021,271201040004nyc,4.0,271201nyc,271nyc,51,97,1,2,nyc,189,0.46,0.0,0.46,0.92,0
1471,2017,280100010007nyc,8.0,280100nyc,280nyc,59,26,11,58,nyc,1026,0.0,0.0,0.0,0.0,0
1472,2018,280100010007nyc,9.0,280100nyc,280nyc,61,27,9,59,nyc,1017,0.0,0.0,0.0,0.0,0
1473,2019,280100010007nyc,7.0,280100nyc,280nyc,61,28,9,59,nyc,1020,0.0,0.0,0.0,0.0,0
1474,2021,280100010007nyc,4.0,280100nyc,280nyc,57,27,7,60,nyc,980,0.4,0.0,0.4,0.8,0
1476,2017,280201030007nyc,23.0,280201nyc,280nyc,60,1,27,71,nyc,2442,0.0,0.0,0.0,0.0,0
1477,2018,280201030007nyc,11.0,280201nyc,280nyc,79,1,25,73,nyc,2512,0.0,0.0,0.0,0.0,0
1478,2019,280201030007nyc,7.0,280201nyc,280nyc,62,1,22,76,nyc,2243,0.0,0.0,0.0,0.0,0
1479,2021,280201030007nyc,5.0,280201nyc,280nyc,72,2,21,75,nyc,1739,0.44,0.08,0.44,0.72,0
1481,2017,280202030010nyc,8.0,280202nyc,280nyc,74,0,45,53,nyc,2319,0.0,0.0,0.0,0.0,0
1482,2018,280202030010nyc,10.0,280202nyc,280nyc,75,1,43,55,nyc,2379,0.0,0.0,0.0,0.0,0
1483,2019,280202030010nyc,10.0,280202nyc,280nyc,74,1,41,56,nyc,2347,0.0,0.0,0.0,0.0,0
1484,2021,280202030010nyc,7.0,280202nyc,280nyc,72,1,39,58,nyc,2299,0.52,0.12,0.52,0.8,0
1486,2017,280203030010nyc,0.0,280203nyc,280nyc,24,56,3,19,nyc,768,0.0,0.0,0.0,0.0,0
1487,2018,280203030010nyc,2.0,280203nyc,280nyc,30,54,3,18,nyc,747,0.0,0.0,0.0,0.0,0
1488,2019,280203030010nyc,1.0,280203nyc,280nyc,26,53,4,19,nyc,761,0.0,0.0,0.0,0.0,0
1489,2021,280203030010nyc,1.0,280203nyc,280nyc,24,48,3,22,nyc,770,0.46,0.0,0.46,0.92,0
1491,2017,280203030011nyc,1.0,280203nyc,280nyc,25,56,4,22,nyc,1530,0.0,0.0,0.0,0.0,0
1492,2018,280203030011nyc,1.0,280203nyc,280nyc,34,55,5,21,nyc,1524,0.0,0.0,0.0,0.0,0
1493,2019,280203030011nyc,0.0,280203nyc,280nyc,27,54,6,18,nyc,1448,0.0,0.0,0.0,0.0,0
1494,2021,280203030011nyc,1.0,280203nyc,280nyc,25,51,5,22,nyc,1441,0.46,0.0,0.46,0.92,0
1496,2017,280205030015nyc,1.0,280205nyc,280nyc,23,66,1,20,nyc,964,0.0,0.0,0.0,0.0,0
1497,2018,280205030015nyc,1.0,280205nyc,280nyc,28,65,2,21,nyc,963,0.0,0.0,0.0,0.0,0
1498,2019,280205030015nyc,0.0,280205nyc,280nyc,24,62,2,22,nyc,937,0.0,0.0,0.0,0.0,0
1499,2021,280205030015nyc,0.0,280205nyc,280nyc,31,58,2,24,nyc,990,0.22,0.0,0.22,0.44,0
1501,2017,280205030016nyc,2.0,280205nyc,280nyc,14,80,1,13,nyc,1221,0.0,0.0,0.0,0.0,0
1502,2018,280205030016nyc,2.0,280205nyc,280nyc,17,78,1,15,nyc,1212,0.0,0.0,0.0,0.0,0
1503,2019,280205030016nyc,1.0,280205nyc,280nyc,14,77,1,15,nyc,1216,0.0,0.0,0.0,0.0,0
1504,2021,280205030016nyc,1.0,280205nyc,280nyc,20,73,1,17,nyc,1249,0.22,0.0,0.22,0.44,0
1506,2017,280206030006nyc,2.0,280206nyc,280nyc,12,88,1,8,nyc,708,0.0,0.0,0.0,0.0,0
1507,2018,280206030006nyc,1.0,280206nyc,280nyc,14,85,1,10,nyc,697,0.0,0.0,0.0,0.0,0
1508,2019,280206030006nyc,1.0,280206nyc,280nyc,14,85,1,10,nyc,684,0.0,0.0,0.0,0.0,0
1509,2021,280206030006nyc,0.0,280206nyc,280nyc,14,83,1,11,nyc,684,0.26,0.0,0.26,0.52,0
1511,2017,280208030005nyc,11.0,280208nyc,280nyc,59,0,50,50,nyc,1012,0.0,0.0,0.0,0.0,0
1512,2018,280208030005nyc,18.0,280208nyc,280nyc,69,0,41,59,nyc,1042,0.0,0.0,0.0,0.0,0
1513,2019,280208030005nyc,20.0,280208nyc,280nyc,74,0,40,60,nyc,979,0.0,0.0,0.0,0.0,0
1514,2021,280208030005nyc,7.0,280208nyc,280nyc,70,0,38,61,nyc,985,0.48,0.04,0.48,0.88,0
1516,2017,280209030007nyc,5.0,280209nyc,280nyc,66,5,29,64,nyc,2203,0.0,0.0,0.0,0.0,0
1517,2018,280209030007nyc,3.0,280209nyc,280nyc,69,5,28,65,nyc,2190,0.0,0.0,0.0,0.0,0
1518,2019,280209030007nyc,2.0,280209nyc,280nyc,65,5,26,67,nyc,2163,0.0,0.0,0.0,0.0,0
1519,2021,280209030007nyc,0.0,280209nyc,280nyc,64,4,25,67,nyc,2141,0.22,0.0,0.22,0.44,0
1521,2017,280210030013nyc,0.0,280210nyc,280nyc,23,19,50,25,nyc,1534,0.0,0.0,0.0,0.0,0
1522,2018,280210030013nyc,0.0,280210nyc,280nyc,32,17,49,27,nyc,1547,0.0,0.0,0.0,0.0,0
1523,2019,280210030013nyc,0.0,280210nyc,280nyc,34,17,48,28,nyc,1516,0.0,0.0,0.0,0.0,0
1524,2021,280210030013nyc,0.0,280210nyc,280nyc,37,15,47,30,nyc,1542,0.44,0.0,0.44,0.88,0
1526,2017,280211030010nyc,0.0,280211nyc,280nyc,14,75,2,16,nyc,1700,0.0,0.0,0.0,0.0,0
1527,2018,280211030010nyc,0.0,280211nyc,280nyc,21,74,2,16,nyc,1721,0.0,0.0,0.0,0.0,0
1528,2019,280211030010nyc,0.0,280211nyc,280nyc,21,74,2,18,nyc,1725,0.0,0.0,0.0,0.0,0
1529,2021,280211030010nyc,0.0,280211nyc,280nyc,22,71,2,21,nyc,1717,0.3,0.0,0.3,0.6,0
1531,2017,280211030011nyc,15.0,280211nyc,280nyc,34,84,5,9,nyc,56,0.0,0.0,0.0,0.0,0
1532,2018,280211030011nyc,8.0,280211nyc,280nyc,53,72,9,16,nyc,43,0.0,0.0,0.0,0.0,0
1533,2019,280211030011nyc,0.0,280211nyc,280nyc,44,64,7,27,nyc,45,0.0,0.0,0.0,0.0,0
1534,2021,280211030011nyc,0.0,280211nyc,280nyc,47,72,0,28,nyc,36,0.0,0.0,0.0,0.0,0
1536,2017,280212030005nyc,1.0,280212nyc,280nyc,51,14,57,22,nyc,548,0.0,0.0,0.0,0.0,0
1537,2018,280212030005nyc,0.0,280212nyc,280nyc,53,15,54,25,nyc,561,0.0,0.0,0.0,0.0,0
1538,2019,280212030005nyc,1.0,280212nyc,280nyc,51,15,54,24,nyc,547,0.0,0.0,0.0,0.0,0
1539,2021,280212030005nyc,0.0,280212nyc,280nyc,51,15,51,26,nyc,543,0.26,0.0,0.26,0.52,0
1541,2017,280214030007nyc,1.0,280214nyc,280nyc,24,66,8,13,nyc,1061,0.0,0.0,0.0,0.0,0
1542,2018,280214030007nyc,1.0,280214nyc,280nyc,25,66,9,13,nyc,1054,0.0,0.0,0.0,0.0,0
1543,2019,280214030007nyc,1.0,280214nyc,280nyc,25,67,9,12,nyc,1024,0.0,0.0,0.0,0.0,0
1544,2021,280214030007nyc,0.0,280214nyc,280nyc,27,64,9,16,nyc,999,0.0,0.0,0.0,0.0,0
1546,2017,280215030007nyc,6.0,280215nyc,280nyc,69,20,22,51,nyc,908,0.0,0.0,0.0,0.0,0
1547,2018,280215030007nyc,7.0,280215nyc,280nyc,74,17,22,55,nyc,915,0.0,0.0,0.0,0.0,0
1548,2019,280215030007nyc,9.0,280215nyc,280nyc,71,16,22,56,nyc,850,0.0,0.0,0.0,0.0,0
1549,2021,280215030007nyc,4.0,280215nyc,280nyc,75,16,20,61,nyc,778,0.46,0.0,0.46,0.92,0
1551,2017,280218030007nyc,0.0,280218nyc,280nyc,5,90,1,4,nyc,1115,0.0,0.0,0.0,0.0,0
1552,2018,280218030007nyc,0.0,280218nyc,280nyc,6,87,1,6,nyc,1156,0.0,0.0,0.0,0.0,0
1553,2019,280218030007nyc,0.0,280218nyc,280nyc,5,86,1,6,nyc,1178,0.0,0.0,0.0,0.0,0
1554,2021,280218030007nyc,0.0,280218nyc,280nyc,5,85,1,7,nyc,1164,0.16,0.0,0.16,0.32,0
1556,2017,280219030002nyc,6.0,280219nyc,280nyc,28,64,4,25,nyc,343,0.0,0.0,0.0,0.0,0
1557,2018,280219030002nyc,0.0,280219nyc,280nyc,36,63,4,26,nyc,354,0.0,0.0,0.0,0.0,0
1558,2019,280219030002nyc,3.0,280219nyc,280nyc,37,63,3,27,nyc,365,0.0,0.0,0.0,0.0,0
1559,2021,280219030002nyc,1.0,280219nyc,280nyc,33,58,4,31,nyc,357,0.46,0.0,0.46,0.92,0
1561,2017,280220030007nyc,2.0,280220nyc,280nyc,16,75,4,14,nyc,872,0.0,0.0,0.0,0.0,0
1562,2018,280220030007nyc,1.0,280220nyc,280nyc,20,73,4,16,nyc,884,0.0,0.0,0.0,0.0,0
1563,2019,280220030007nyc,0.0,280220nyc,280nyc,20,70,6,16,nyc,887,0.0,0.0,0.0,0.0,0
1564,2021,280220030007nyc,1.0,280220nyc,280nyc,22,67,5,19,nyc,885,0.44,0.0,0.44,0.88,0
1566,2017,280221030001nyc,0.0,280221nyc,280nyc,15,76,7,12,nyc,1076,0.0,0.0,0.0,0.0,0
1567,2018,280221030001nyc,0.0,280221nyc,280nyc,16,77,7,10,nyc,1070,0.0,0.0,0.0,0.0,0
1568,2019,280221030001nyc,0.0,280221nyc,280nyc,18,76,7,12,nyc,1070,0.0,0.0,0.0,0.0,0
1569,2021,280221030001nyc,0.0,280221nyc,280nyc,14,74,7,14,nyc,1034,0.2,0.0,0.2,0.4,0
1571,2017,280223030005nyc,0.0,280223nyc,280nyc,8,91,0,5,nyc,998,0.0,0.0,0.0,0.0,0
1572,2018,280223030005nyc,0.0,280223nyc,280nyc,9,91,0,6,nyc,935,0.0,0.0,0.0,0.0,0
1573,2019,280223030005nyc,0.0,280223nyc,280nyc,8,89,0,6,nyc,881,0.0,0.0,0.0,0.0,0
1574,2021,280223030005nyc,0.0,280223nyc,280nyc,7,88,1,6,nyc,833,0.2,0.0,0.2,0.4,0
1576,2017,280226030006nyc,1.0,280226nyc,280nyc,27,72,2,17,nyc,746,0.0,0.0,0.0,0.0,0
1577,2018,280226030006nyc,1.0,280226nyc,280nyc,27,71,1,18,nyc,742,0.0,0.0,0.0,0.0,0
1578,2019,280226030006nyc,1.0,280226nyc,280nyc,25,71,2,18,nyc,723,0.0,0.0,0.0,0.0,0
1579,2021,280226030006nyc,1.0,280226nyc,280nyc,31,66,2,20,nyc,725,0.0,0.0,0.0,0.0,0
1581,2017,280227030005nyc,3.0,280227nyc,280nyc,48,34,19,38,nyc,729,0.0,0.0,0.0,0.0,0
1582,2018,280227030005nyc,2.0,280227nyc,280nyc,52,28,20,42,nyc,709,0.0,0.0,0.0,0.0,0
1583,2019,280227030005nyc,2.0,280227nyc,280nyc,52,27,22,42,nyc,661,0.0,0.0,0.0,0.0,0
1584,2021,280227030005nyc,5.0,280227nyc,280nyc,54,23,22,46,nyc,612,0.46,0.0,0.46,0.92,0
1586,2017,280251070002nyc,0.0,280251nyc,280nyc,25,39,20,24,nyc,895,0.0,0.0,0.0,0.0,0
1587,2018,280251070002nyc,2.0,280251nyc,280nyc,28,37,19,25,nyc,918,0.0,0.0,0.0,0.0,0
1588,2019,280251070002nyc,3.0,280251nyc,280nyc,31,33,19,26,nyc,930,0.0,0.0,0.0,0.0,0
1589,2021,280251070002nyc,3.0,280251nyc,280nyc,34,29,17,29,nyc,919,0.46,0.0,0.46,0.92,0
1591,2017,280251070003nyc,4.0,280251nyc,280nyc,33,21,26,28,nyc,809,0.0,0.0,0.0,0.0,0
1592,2018,280251070003nyc,1.0,280251nyc,280nyc,33,19,26,30,nyc,817,0.0,0.0,0.0,0.0,0
1593,2019,280251070003nyc,0.0,280251nyc,280nyc,35,18,27,30,nyc,852,0.0,0.0,0.0,0.0,0
1594,2021,280251070003nyc,0.0,280251nyc,280nyc,40,15,29,30,nyc,820,0.46,0.0,0.46,0.92,0
1596,2017,280251070004nyc,2.0,280251nyc,280nyc,42,8,42,29,nyc,991,0.0,0.0,0.0,0.0,0
1597,2018,280251070004nyc,2.0,280251nyc,280nyc,40,8,41,29,nyc,987,0.0,0.0,0.0,0.0,0
1598,2019,280251070004nyc,1.0,280251nyc,280nyc,46,9,41,28,nyc,942,0.0,0.0,0.0,0.0,0
1599,2021,280251070004nyc,1.0,280251nyc,280nyc,50,8,37,30,nyc,992,0.46,0.0,0.46,0.92,0
1601,2017,280252070002nyc,1.0,280252nyc,280nyc,53,1,74,15,nyc,1163,0.0,0.0,0.0,0.0,0
1602,2018,280252070002nyc,0.0,280252nyc,280nyc,56,1,74,16,nyc,1164,0.0,0.0,0.0,0.0,0
1603,2019,280252070002nyc,1.0,280252nyc,280nyc,57,1,71,17,nyc,1102,0.0,0.0,0.0,0.0,0
1604,2021,280252070002nyc,1.0,280252nyc,280nyc,56,2,67,18,nyc,1066,0.42,0.0,0.42,0.84,0
1606,2017,280252070003nyc,0.0,280252nyc,280nyc,22,54,13,15,nyc,914,0.0,0.0,0.0,0.0,0
1607,2018,280252070003nyc,1.0,280252nyc,280nyc,26,53,13,15,nyc,916,0.0,0.0,0.0,0.0,0
1608,2019,280252070003nyc,0.0,280252nyc,280nyc,26,52,12,16,nyc,904,0.0,0.0,0.0,0.0,0
1609,2021,280252070003nyc,0.0,280252nyc,280nyc,23,51,12,17,nyc,868,0.42,0.0,0.42,0.84,0
1611,2017,280252070004nyc,1.0,280252nyc,280nyc,18,73,3,15,nyc,1101,0.0,0.0,0.0,0.0,0
1612,2018,280252070004nyc,0.0,280252nyc,280nyc,21,71,3,17,nyc,1113,0.0,0.0,0.0,0.0,0
1613,2019,280252070004nyc,1.0,280252nyc,280nyc,22,70,3,17,nyc,1093,0.0,0.0,0.0,0.0,0
1614,2021,280252070004nyc,1.0,280252nyc,280nyc,21,64,2,20,nyc,1036,0.42,0.0,0.42,0.84,0
1616,2017,280252070005nyc,1.0,280252nyc,280nyc,24,36,4,16,nyc,1133,0.0,0.0,0.0,0.0,0
1617,2018,280252070005nyc,1.0,280252nyc,280nyc,27,34,5,15,nyc,1166,0.0,0.0,0.0,0.0,0
1618,2019,280252070005nyc,2.0,280252nyc,280nyc,28,32,4,15,nyc,1166,0.0,0.0,0.0,0.0,0
1619,2021,280252070005nyc,1.0,280252nyc,280nyc,26,30,3,15,nyc,1198,0.42,0.0,0.42,0.84,0
1621,2017,280252070006nyc,1.0,280252nyc,280nyc,55,15,32,30,nyc,1098,0.0,0.0,0.0,0.0,0
1622,2018,280252070006nyc,3.0,280252nyc,280nyc,58,13,31,32,nyc,1130,0.0,0.0,0.0,0.0,0
1623,2019,280252070006nyc,1.0,280252nyc,280nyc,61,11,30,35,nyc,1169,0.0,0.0,0.0,0.0,0
1624,2021,280252070006nyc,1.0,280252nyc,280nyc,57,9,29,35,nyc,1100,0.4,0.0,0.4,0.8,0
1626,2017,280253070005nyc,1.0,280253nyc,280nyc,10,82,2,9,nyc,1255,0.0,0.0,0.0,0.0,0
1627,2018,280253070005nyc,0.0,280253nyc,280nyc,13,79,2,12,nyc,1262,0.0,0.0,0.0,0.0,0
1628,2019,280253070005nyc,0.0,280253nyc,280nyc,13,77,3,13,nyc,1204,0.0,0.0,0.0,0.0,0
1629,2021,280253070005nyc,0.0,280253nyc,280nyc,14,76,3,13,nyc,1206,0.0,0.0,0.0,0.0,0
1631,2017,280253070006nyc,0.0,280253nyc,280nyc,13,82,3,8,nyc,1217,0.0,0.0,0.0,0.0,0
1632,2018,280253070006nyc,1.0,280253nyc,280nyc,15,80,2,9,nyc,1242,0.0,0.0,0.0,0.0,0
1633,2019,280253070006nyc,0.0,280253nyc,280nyc,15,77,2,11,nyc,1243,0.0,0.0,0.0,0.0,0
1634,2021,280253070006nyc,0.0,280253nyc,280nyc,17,74,2,12,nyc,1260,0.0,0.0,0.0,0.0,0
1636,2017,280253070007nyc,0.0,280253nyc,280nyc,8,89,2,5,nyc,1118,0.0,0.0,0.0,0.0,0
1637,2018,280253070007nyc,0.0,280253nyc,280nyc,8,86,2,8,nyc,1093,0.0,0.0,0.0,0.0,0
1638,2019,280253070007nyc,1.0,280253nyc,280nyc,10,84,2,8,nyc,1041,0.0,0.0,0.0,0.0,0
1639,2021,280253070007nyc,0.0,280253nyc,280nyc,10,83,2,9,nyc,1053,0.0,0.0,0.0,0.0,0
1641,2017,280300010008nyc,1.0,280300nyc,280nyc,43,61,11,24,nyc,1309,0.0,0.0,0.0,0.0,0
1642,2018,280300010008nyc,2.0,280300nyc,280nyc,44,61,10,25,nyc,1305,0.0,0.0,0.0,0.0,0
1643,2019,280300010008nyc,1.0,280300nyc,280nyc,41,61,10,25,nyc,1274,0.0,0.0,0.0,0.0,0
1644,2021,280300010008nyc,1.0,280300nyc,280nyc,25,58,7,29,nyc,1287,0.46,0.0,0.46,0.92,0
1646,2017,280401030007nyc,7.0,280401nyc,280nyc,85,1,29,68,nyc,1615,0.0,0.0,0.0,0.0,0
1647,2018,280401030007nyc,10.0,280401nyc,280nyc,85,1,27,70,nyc,1640,0.0,0.0,0.0,0.0,0
1648,2019,280401030007nyc,10.0,280401nyc,280nyc,88,1,25,72,nyc,1620,0.0,0.0,0.0,0.0,0
1649,2021,280401030007nyc,4.0,280401nyc,280nyc,67,1,22,75,nyc,1568,0.44,0.0,0.44,0.88,0
1651,2017,280402030003nyc,0.0,280402nyc,280nyc,7,74,1,5,nyc,567,0.0,0.0,0.0,0.0,0
1652,2018,280402030003nyc,0.0,280402nyc,280nyc,7,68,1,6,nyc,570,0.0,0.0,0.0,0.0,0
1653,2019,280402030003nyc,1.0,280402nyc,280nyc,8,65,1,6,nyc,583,0.0,0.0,0.0,0.0,0
1654,2021,280402030003nyc,0.0,280402nyc,280nyc,10,59,2,6,nyc,549,0.0,0.0,0.0,0.0,0
1656,2017,280403030008nyc,1.0,280403nyc,280nyc,13,72,2,7,nyc,1053,0.0,0.0,0.0,0.0,0
1657,2018,280403030008nyc,1.0,280403nyc,280nyc,15,72,3,8,nyc,1021,0.0,0.0,0.0,0.0,0
1658,2019,280403030008nyc,0.0,280403nyc,280nyc,14,71,3,8,nyc,1028,0.0,0.0,0.0,0.0,0
1659,2021,280403030008nyc,0.0,280403nyc,280nyc,14,71,3,8,nyc,1017,0.46,0.0,0.46,0.92,0
1661,2017,280404030009nyc,2.0,280404nyc,280nyc,20,64,2,22,nyc,1626,0.0,0.0,0.0,0.0,0
1662,2018,280404030009nyc,1.0,280404nyc,280nyc,22,65,3,20,nyc,1603,0.0,0.0,0.0,0.0,0
1663,2019,280404030009nyc,4.0,280404nyc,280nyc,22,64,2,20,nyc,1631,0.0,0.0,0.0,0.0,0
1664,2021,280404030009nyc,2.0,280404nyc,280nyc,21,64,2,20,nyc,1586,0.46,0.0,0.46,0.92,0
1666,2017,280406030002nyc,0.0,280406nyc,280nyc,7,71,2,5,nyc,1157,0.0,0.0,0.0,0.0,0
1667,2018,280406030002nyc,0.0,280406nyc,280nyc,5,70,3,4,nyc,1121,0.0,0.0,0.0,0.0,0
1668,2019,280406030002nyc,0.0,280406nyc,280nyc,6,71,2,4,nyc,1084,0.0,0.0,0.0,0.0,0
1669,2021,280406030002nyc,0.0,280406nyc,280nyc,9,69,2,6,nyc,971,0.46,0.0,0.46,0.92,0
1671,2017,280407030014nyc,1.0,280407nyc,280nyc,19,35,2,9,nyc,1193,0.0,0.0,0.0,0.0,0
1672,2018,280407030014nyc,0.0,280407nyc,280nyc,20,31,1,8,nyc,1219,0.0,0.0,0.0,0.0,0
1673,2019,280407030014nyc,1.0,280407nyc,280nyc,22,30,1,8,nyc,1222,0.0,0.0,0.0,0.0,0
1674,2021,280407030014nyc,1.0,280407nyc,280nyc,22,24,1,8,nyc,1225,0.34,0.0,0.34,0.68,0
1676,2017,280407030015nyc,1.0,280407nyc,280nyc,19,77,1,7,nyc,1098,0.0,0.0,0.0,0.0,0
1677,2018,280407030015nyc,1.0,280407nyc,280nyc,19,73,1,8,nyc,1111,0.0,0.0,0.0,0.0,0
1678,2019,280407030015nyc,1.0,280407nyc,280nyc,19,70,1,8,nyc,1148,0.0,0.0,0.0,0.0,0
1679,2021,280407030015nyc,1.0,280407nyc,280nyc,22,71,1,8,nyc,1137,0.46,0.0,0.46,0.92,0
1681,2017,280407030016nyc,0.0,280407nyc,280nyc,5,73,0,19,nyc,36,0.0,0.0,0.0,0.0,0
1682,2018,280407030016nyc,0.0,280407nyc,280nyc,15,85,0,6,nyc,33,0.0,0.0,0.0,0.0,0
1683,2019,280407030016nyc,0.0,280407nyc,280nyc,10,90,0,5,nyc,39,0.0,0.0,0.0,0.0,0
1684,2021,280407030016nyc,0.0,280407nyc,280nyc,13,74,0,13,nyc,38,0.42,0.04,0.42,0.76,0
1686,2017,280409030008nyc,0.0,280409nyc,280nyc,13,35,1,6,nyc,1294,0.0,0.0,0.0,0.0,0
